City,Country,Date,Medium,Page,Region,Section,Section (group),Exits,Goal Conversion Rate,Number of Records,Pageviews,Pageviews per Visitor,Time on Page,Time on Page per Visitor,Total Downloads,Unique Visitors,Visits
Toronto,Canada,12/6/2014,feed,/gallery/world-internet-usage,North America,Examples,Case Studies,60,0.021739130,1,120,2,5520,92,6,60,276
Chicoutimi,Canada,12/11/2014,feed,/gallery/holiday-work-visa,North America,Examples,Case Studies,0,0.0016,1,216,3.6,14004,233.4,0.2784,60,174
Chicoutimi,Canada,12/12/2014,feed,/gallery/messi039s-86-goals,North America,Examples,Case Studies,60,0.0027,1,198,3.3,7260,121,0.5346,60,198
Toronto,Canada,12/19/2014,feed,/gallery/realestatebuyer-seller,North America,Examples,Case Studies,60,0.0035,1,84,1.4,9120,152,1.155,60,330
Eugene,United States,11/21/2014,feed,/gallery/gobble-gobble,North America,Examples,Case Studies,10,0.0029,1,24,2.4,1290,129,0.0754,10,26
Los Angeles,United States,11/21/2014,feed,/gallery/gobble-gobble,North America,Examples,Case Studies,10,0.0017,1,13,1.3,820,82,0.0629,10,37
New York,United States,11/27/2014,feed,/gallery/changing-job-benefits,North America,Examples,Case Studies,10,0.0036,1,14,1.4,840,84,0.2124,10,59
New York,United States,12/5/2014,feed,/gallery/world-internet-usage,North America,Examples,Case Studies,10,0.0033,1,14,1.4,1770,177,0.1617,10,49
Chicago,United States,12/10/2014,feed,/gallery/nhl-players-go-abroad,North America,Examples,Case Studies,10,0.0013,1,19,1.9,1370,137,0.0351,10,27
Osseo,United States,12/10/2014,feed,/gallery/nhl-players-go-abroad,North America,Examples,Case Studies,10,0.0036,1,34,3.4,910,91,0.0972,10,27
Denver,United States,12/13/2014,feed,/gallery/cost-college-football-wins,North America,Examples,Case Studies,10,0.0036,1,32,3.2,970,97,0.1368,10,38
Dallas,United States,12/13/2014,feed,/gallery/cost-college-football-wins,North America,Examples,Case Studies,30,0.0039,1,42,1.4,3521,117.366666667,0.2262,30,58
Washington,United States,12/14/2014,feed,/gallery/cost-college-football-wins,North America,Examples,Case Studies,10,0.0015,1,29,2.9,900,90,0.0645,10,43
Smyrna,United States,12/17/2014,feed,/gallery/state-migration,North America,Examples,Case Studies,20,0.003,1,62,3.1,3060,153,0.177,20,59
Malvern,United States,12/18/2014,feed,/gallery/state-migration,North America,Examples,Case Studies,10,0.0019,1,13,1.3,30,3,0.0608,10,32
Smyrna,United States,12/18/2014,feed,/gallery/state-migration,North America,Examples,Case Studies,10,0.0024,1,48,4.8,950,95,0.1296,10,54
Seattle,United States,12/18/2014,feed,/gallery/realestatebuyer-seller,North America,Examples,Case Studies,10,0.0038,1,38,3.8,870,87,0.209,10,55
Cranston,United States,12/19/2014,feed,/gallery/scotland-population,North America,Examples,Case Studies,0,0.003,1,15,1.5,1167,116.7,0.177,10,59
Vancouver,Canada,11/22/2014,organic,/gallery/gobble-gobble,North America,Examples,Case Studies,60,0.0037,1,222,3.7,6588,109.8,1.0434,60,282
Calgary,Canada,11/23/2014,organic,/gallery/dogs-calgary,North America,Examples,Case Studies,60,0.004,1,264,4.4,7320,122,0.72,60,180
Toronto,Canada,11/26/2014,organic,/gallery,North America,Examples,Case Studies,60,0.0016,1,174,2.9,8820,147,0.3264,60,204
Mississauga,Canada,11/26/2014,organic,/gallery/employment-history-industry,North America,Examples,Case Studies,60,0.004,1,252,4.2,2700,45,1.32,60,330
Vancouver,Canada,11/27/2014,organic,/gallery/changing-job-benefits,North America,Examples,Case Studies,0,0.022727273,1,60,1,7716,128.6,6,60,264
Calgary,Canada,11/28/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0014,1,150,2.5,948,15.8,0.3444,60,246
Vancouver,Canada,11/28/2014,organic,/gallery/australia039s-educational-divide,North America,Examples,Case Studies,60,0.004,1,234,3.9,9240,154,0.648,60,162
Toronto,Canada,11/28/2014,organic,/gallery/traffictowebsites,North America,Examples,Case Studies,60,0.0014,1,258,4.3,3180,53,0.2856,60,204
Vancouver,Canada,11/30/2014,organic,/gallery/us-unemployment-correlations,North America,Examples,Case Studies,60,0.001,1,252,4.2,5760,96,0.324,60,324
Toronto,Canada,11/30/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,60,0.0036,1,294,4.9,7200,120,1.2744,60,354
Burnaby,Canada,12/3/2014,organic,/gallery/holiday-work-visa,North America,Examples,Case Studies,60,0.0017,1,276,4.6,9000,150,0.4896,60,288
Toronto,Canada,12/4/2014,organic,/gallery/topic/Travel-and-Lifestyle,North America,Examples,Case Studies,0,0.038461538,1,72,1.2,7596,126.6,6,60,156
Toronto,Canada,12/4/2014,organic,/gallery/video-game-reviews-have-never-looked-better,North America,Examples,Case Studies,60,0.0015,1,168,2.8,3240,54,0.342,60,228
Chicoutimi,Canada,12/4/2014,organic,/gallery/survey-says,North America,Examples,Case Studies,60,0.0019,1,114,1.9,9780,163,0.627,60,330
Kingston,Canada,12/4/2014,organic,/gallery/fewer-cows-more-milk,North America,Examples,Case Studies,60,0.002,1,222,3.7,10560,176,0.672,60,336
Vancouver,Canada,12/5/2014,organic,/gallery/world-internet-usage,North America,Examples,Case Studies,60,0.0036,1,282,4.7,3660,61,1.0152,60,282
Vancouver,Canada,12/6/2014,organic,/gallery/vancouver-crimeii,North America,Examples,Case Studies,60,0.0017,1,264,4.4,9840,164,0.2346,60,138
Montreal,Canada,12/6/2014,organic,/gallery/taleof100,North America,Examples,Case Studies,60,0.0023,1,138,2.3,8220,137,0.5106,60,222
Vancouver,Canada,12/7/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0032,1,198,3.3,1482,24.7,0.5952,60,186
Vancouver,Canada,12/7/2014,organic,/gallery/deadliest-cities,North America,Examples,Case Studies,60,0.0013,1,78,1.3,2880,48,0.3822,60,294
Montreal,Canada,12/10/2014,organic,/gallery/nhl-shootout-stats,North America,Examples,Case Studies,60,0.0035,1,156,2.6,7860,131,0.609,60,174
Winkler,Canada,12/10/2014,organic,/gallery/cost-big-mac-around-globe,North America,Examples,Case Studies,60,0.034482759,1,180,3,2460,41,6,60,174
Toronto,Canada,12/10/2014,organic,/gallery/topic/Travel-and-Lifestyle,North America,Examples,Case Studies,60,0.0019,1,270,4.5,120,2,0.3876,60,204
Toronto,Canada,12/12/2014,organic,/gallery/all?page=2,North America,Examples,Case Studies,0,0.0019,1,264,4.4,1662,27.7,0.627,60,330
Toronto,Canada,12/13/2014,organic,/gallery/traffictowebsites,North America,Examples,Case Studies,0,0.003,1,204,3.4,8370,139.5,0.36,60,120
Vancouver,Canada,12/13/2014,organic,/gallery/cost-college-football-wins,North America,Examples,Case Studies,60,0.0038,1,126,2.1,3840,64,1.0032,60,264
Toronto,Canada,12/13/2014,organic,/gallery/world039s-nuclear-stockpile,North America,Examples,Case Studies,60,0.0015,1,522,4.35,85224,710.2,0.423,120,282
Ottawa,Canada,12/14/2014,organic,/gallery,North America,Examples,Case Studies,0,0.041666667,1,288,4.8,1068,17.8,6,60,144
Chicoutimi,Canada,12/14/2014,organic,/gallery/forest-fire-hot-spots,North America,Examples,Case Studies,60,0.0011,1,192,3.2,4272,71.2,0.3564,60,324
Whitehorse,Canada,12/18/2014,organic,/gallery/messi039s-86-goals,North America,Examples,Case Studies,0,0.0026,1,168,2.8,8190,136.5,0.4836,60,186
Oakville,Canada,12/18/2014,organic,/gallery/messi039s-86-goals,North America,Examples,Case Studies,60,0.0039,1,198,3.3,10140,169,0.7488,60,192
Brossard,Canada,12/18/2014,organic,/gallery/voting-history-us-states,North America,Examples,Case Studies,60,0.0011,1,180,3,9420,157,0.3102,60,282
Winnipeg,Canada,12/18/2014,organic,/gallery/nhl-shootout-stats,North America,Examples,Case Studies,60,0.0017,1,84,1.4,3960,66,0.6018,60,354
Toronto,Canada,12/19/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0025,1,144,2.4,1542,25.7,0.465,60,186
Toronto,Canada,12/19/2014,organic,/gallery/voting-history-us-states,North America,Examples,Case Studies,0,0.0018,1,156,2.6,5934,98.9,0.5076,60,282
Calgary,Canada,12/19/2014,organic,/gallery?elq=24f5e73885814602aad9f2653049ce04,North America,Examples,Case Studies,0,0.003,1,108,1.8,534,8.9,1.044,60,348
Vancouver,Canada,12/19/2014,organic,/gallery/realestatebuyer-seller,North America,Examples,Case Studies,60,0.038461538,1,270,4.5,9540,159,6,60,156
Toronto,Canada,12/21/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0013,1,174,2.9,774,12.9,0.312,60,240
Mississauga,Canada,12/21/2014,organic,/gallery/messi039s-86-goals,North America,Examples,Case Studies,60,0.001,1,150,2.5,9540,159,0.222,60,222
Richmond Hill,Canada,12/25/2014,organic,/gallery/loyal-fans,North America,Examples,Case Studies,60,0.0021,1,186,3.1,6960,116,0.5796,60,276
Edmonton,Canada,12/26/2014,organic,/gallery/changes-vc-industry,North America,Examples,Case Studies,0,0.001,1,120,2,7836,130.6,0.3,60,300
Vancouver,Canada,12/27/2014,organic,/gallery/international-debt-stats,North America,Examples,Case Studies,60,0.0027,1,96,1.6,9000,150,0.648,60,240
Toronto,Canada,12/27/2014,organic,/gallery/netflix-selector,North America,Examples,Case Studies,60,0.0012,1,102,1.7,2580,43,0.6336,60,528
St John,Canada,12/30/2014,organic,/gallery/best-chess-openings,North America,Examples,Case Studies,60,0.0019,1,186,3.1,5160,86,1.1172,60,588
Brampton,Canada,12/31/2014,organic,/gallery/africa-urban,North America,Examples,Case Studies,60,0.0028,1,276,4.6,4320,72,1.3776,60,492
Mexico City,Mexico,12/10/2014,organic,/gallery/teen-pregnancy-declines,North America,Examples,Case Studies,100,0.0017,1,230,2.3,5900,59,0.867,100,510
Anderson,United States,11/21/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,0,0.0031,1,31,3.1,1405,140.5,0.1395,10,45
Southlake,United States,11/21/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0038,1,12,1.2,89,8.9,0.1748,10,46
New York,United States,11/21/2014,organic,/gallery/obesity-contributors,North America,Examples,Case Studies,0,0.0027,1,24,2.4,1543,154.3,0.1269,10,47
New York,United States,11/21/2014,organic,/gallery/us-president-comparison,North America,Examples,Case Studies,10,0.05,1,38,3.8,1590,159,1,10,20
San Francisco,United States,11/21/2014,organic,/gallery/new-jersey-test-score-analysis-visualization,North America,Examples,Case Studies,10,0.0022,1,30,3,1380,138,0.0462,10,21
New York,United States,11/21/2014,organic,/gallery,North America,Examples,Case Studies,10,0.0012,1,37,3.7,2018,201.8,0.0252,10,21
San Jose,United States,11/21/2014,organic,/gallery/beautiful-data-storytelling,North America,Examples,Case Studies,10,0.0038,1,27,2.7,650,65,0.1406,10,37
Gilbert,United States,11/21/2014,organic,/gallery/best-chess-openings,North America,Examples,Case Studies,10,0.0022,1,39,3.9,860,86,0.0814,10,37
San Francisco,United States,11/21/2014,organic,/gallery/ipoprofitability,North America,Examples,Case Studies,10,0.002,1,11,1.1,1150,115,0.08,10,40
Seattle,United States,11/21/2014,organic,/gallery/gobble-gobble,North America,Examples,Case Studies,10,0.0031,1,38,3.8,400,40,0.1364,10,44
Seattle,United States,11/21/2014,organic,/gallery/topic/Health-and-Science,North America,Examples,Case Studies,10,0.022222222,1,46,4.6,99,9.9,1,10,45
Portland,United States,11/21/2014,organic,/gallery/toronto-parking-tickets,North America,Examples,Case Studies,10,0.0023,1,46,4.6,455,45.5,0.1127,10,49
New York,United States,11/21/2014,organic,/gallery/all,North America,Examples,Case Studies,10,0.001,1,24,2.4,168,16.8,0.051,10,51
Houston,United States,11/21/2014,organic,/gallery/ipad-visualization,North America,Examples,Case Studies,10,0.0036,1,39,3.9,930,93,0.1908,10,53
Champaign,United States,11/22/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0015,1,43,4.3,59,5.9,0.057,10,38
Orlando,United States,11/22/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.027777778,1,46,4.6,1210,121,1,10,36
Vernon Hills,United States,11/23/2014,organic,/gallery,North America,Examples,Case Studies,0,0.021276596,1,37,3.7,376,37.6,1,10,47
Vernal,United States,11/23/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.041666667,1,21,2.1,1690,169,1,10,24
Charlotte,United States,11/23/2014,organic,/gallery,North America,Examples,Case Studies,10,0.0024,1,46,4.6,79,7.9,0.0624,10,26
Cedar Park,United States,11/23/2014,organic,/gallery/africa-urban,North America,Examples,Case Studies,10,0.0026,1,38,3.8,880,88,0.0936,10,36
Miami,United States,11/23/2014,organic,/gallery/forget-about-facebook,North America,Examples,Case Studies,10,0.0033,1,21,2.1,1210,121,0.1584,10,48
New York,United States,11/23/2014,organic,/gallery/obesity-contributors,North America,Examples,Case Studies,10,0.0027,1,26,2.6,1090,109,0.135,10,50
Lawrence,United States,11/24/2014,organic,/gallery/ontario-baby-names-1,North America,Examples,Case Studies,10,0.0039,1,32,3.2,1290,129,0.1053,10,27
New York,United States,11/24/2014,organic,/gallery/geography-diabetes,North America,Examples,Case Studies,10,0.0029,1,33,3.3,1790,179,0.0841,10,29
New York,United States,11/24/2014,organic,/gallery/topic/Government-and-artco-Data,North America,Examples,Case Studies,10,0.0011,1,28,2.8,430,43,0.0407,10,37
Raleigh,United States,11/24/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.0038,1,21,2.1,2859,285.9,0.152,10,40
New York,United States,11/24/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.017857143,1,12,1.2,1600,160,1,10,56
Dansville,United States,11/24/2014,organic,/gallery/taleof100,North America,Examples,Case Studies,20,0.0026,1,36,1.8,2320,116,0.1378,20,53
Milwaukee,United States,11/25/2014,organic,/gallery/how-burn-most-calories,North America,Examples,Case Studies,0,0.0024,1,22,2.2,504,50.4,0.0888,10,37
New York,United States,11/25/2014,organic,/gallery/topic/Health-and-Science,North America,Examples,Case Studies,0,0.0024,1,25,2.5,277,27.7,0.1104,10,46
Atlanta,United States,11/25/2014,organic,/gallery/fix-budget,North America,Examples,Case Studies,0,0.0011,1,37,3.7,544,54.4,0.066,10,60
Silver Spring,United States,11/25/2014,organic,/gallery/income-growth-quintile,North America,Examples,Case Studies,10,0.0012,1,18,1.8,1000,100,0.0264,10,22
New York,United States,11/25/2014,organic,/gallery/obesity-contributors,North America,Examples,Case Studies,10,0.0022,1,12,1.2,1070,107,0.0616,10,28
Lexington,United States,11/25/2014,organic,/gallery/us-correctional-population,North America,Examples,Case Studies,10,0.001,1,33,3.3,740,74,0.032,10,32
Dansville,United States,11/25/2014,organic,/gallery/beautiful-fuel,North America,Examples,Case Studies,10,0.0033,1,36,3.6,1580,158,0.1518,10,46
Columbus,United States,11/25/2014,organic,/gallery/spending-president,North America,Examples,Case Studies,10,0.0028,1,47,4.7,1290,129,0.1372,10,49
Sacramento,United States,11/25/2014,organic,/gallery/africa-urban,North America,Examples,Case Studies,10,0.0025,1,24,2.4,610,61,0.125,10,50
Spokane,United States,11/25/2014,organic,/gallery/household-debt-piece,North America,Examples,Case Studies,10,0.0022,1,14,1.4,1560,156,0.1188,10,54
San Francisco,United States,11/26/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0028,1,18,1.8,455,45.5,0.0616,10,22
Ithaca,United States,11/26/2014,organic,/gallery/topic/Government-and-artco-Data,North America,Examples,Case Studies,0,0.0013,1,18,1.8,791,79.1,0.0338,10,26
Austin,United States,11/26/2014,organic,/gallery/shooting-heatmaps,North America,Examples,Case Studies,0,0.0018,1,44,4.4,198,19.8,0.0504,10,28
Raritan,United States,11/26/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0024,1,13,1.3,4095,409.5,0.0744,10,31
Ithaca,United States,11/26/2014,organic,/gallery/comparing-ryan-and-obama-budgets,North America,Examples,Case Studies,0,0.0014,1,28,2.8,1325,132.5,0.0686,10,49
Aliso Viejo,United States,11/26/2014,organic,/gallery/tech-ipos-finish-year-strong,North America,Examples,Case Studies,10,0.0014,1,39,3.9,1610,161,0.028,10,20
Seattle,United States,11/26/2014,organic,/gallery/beer-prices-oktoberfest,North America,Examples,Case Studies,10,0.0017,1,27,2.7,850,85,0.0459,10,27
New Brunswick,United States,11/26/2014,organic,/gallery/spending-president,North America,Examples,Case Studies,10,0.0025,1,18,1.8,1570,157,0.07,10,28
Green Bay,United States,11/26/2014,organic,/gallery/stds,North America,Examples,Case Studies,10,0.003,1,40,4,1420,142,0.09,10,30
Palestine,United States,11/26/2014,organic,/gallery/different-states-different-pay-correction-officers,North America,Examples,Case Studies,10,0.0021,1,21,2.1,1020,102,0.0693,10,33
Albuquerque,United States,11/26/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.0028,1,49,4.9,650,65,0.112,10,40
Huntington Beach,United States,11/26/2014,organic,/gallery/obesity-tool-datagov,North America,Examples,Case Studies,10,0.0012,1,48,4.8,1400,140,0.0636,10,53
Southlake,United States,11/26/2014,organic,/gallery/changing-job-benefits,North America,Examples,Case Studies,10,0.0032,1,46,4.6,710,71,0.1888,10,59
Miamiville,United States,11/26/2014,organic,/gallery/ipad-visualization,North America,Examples,Case Studies,10,0.0026,1,28,2.8,400,40,0.156,10,60
Lindon,United States,11/26/2014,organic,/gallery/changing-job-benefits,North America,Examples,Case Studies,10,0.0024,1,48,4.8,1630,163,0.144,10,60
Kent County,United States,11/26/2014,organic,/gallery,North America,Examples,Case Studies,10,0.0032,1,64,3.2,5223,261.15,0.1216,20,38
Seattle,United States,11/26/2014,organic,/gallery/gobble-gobble,North America,Examples,Case Studies,20,0.0013,1,21,1.05,2860,143,0.0637,20,49
Cambridge,United States,11/27/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0015,1,11,1.1,3561,356.1,0.033,10,22
Raritan,United States,11/27/2014,organic,/gallery/30-years-cd,North America,Examples,Case Studies,0,0.0035,1,26,2.6,59,5.9,0.091,10,26
Dunn Loring,United States,11/27/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0035,1,28,2.8,168,16.8,0.1155,10,33
